MSZoning,LotArea,OverallCond,YearBuilt,BedroomAbvGr,KitchenQual,GarageCars,PoolQC,SalePrice,N_Bath
Residencial Baja Densidad,10000-20000,6,1950-1954,3,Regular,1,Regular,123000,1
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,232000,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,297000,2
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,1,Regular,128200,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,279500,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,284000,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,248900,2
Residencial Baja Densidad,10000-20000,6,1960-1964,3,Regular,1,Regular,136500,1
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,226000,2
Residencial Baja Densidad,10000-20000,6,1995-1999,3,Bueno,2,Bueno,212000,3
Residencial Baja Densidad,10000-20000,5,1990-1994,4,Bueno,2,Bueno,285000,3
Residencial Baja Densidad,10000-20000,3,1950-1954,4,Regular,2,Regular,137900,2
Residencial Densidad Media,10000-20000,7,1915-1919,3,Regular,1,Regular,147000,1
Residencial Baja Densidad,10000-20000,5,1950-1954,2,Regular,1,Regular,190000,1
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Regular,0,Regular,93500,1
Residencial Baja Densidad,10000-20000,6,1955-1959,3,Bueno,2,Bueno,142000,1
Residencial Pueblo Flotante,10000-20000,5,2005-2009,3,Bueno,3,Bueno,266000,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,225000,3
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,1,Regular,120000,2
Residencial Baja Densidad,10000-20000,8,1975-1979,3,Bueno,2,Bueno,218000,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,2,Bueno,212000,3
Residencial Baja Densidad,10000-20000,5,1965-1969,4,Regular,0,Regular,136500,2
Residencial Baja Densidad,10000-20000,5,1975-1979,3,Regular,2,Regular,132500,1
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,2,Bueno,160000,3
Residencial Baja Densidad,10000-20000,5,1965-1969,2,Regular,2,Regular,90000,2
Residencial Baja Densidad,10000-20000,5,1965-1969,4,Regular,2,Regular,152000,3
Residencial Baja Densidad,10000-20000,7,1970-1974,4,Regular,2,Regular,240000,3
Residencial Baja Densidad,10000-20000,8,1935-1939,3,Bueno,2,Bueno,170000,2
Residencial Baja Densidad,10000-20000,4,1895-1899,3,Regular,2,Regular,160000,2
Residencial Densidad Media,10000-20000,7,1900-1904,3,Regular,2,Regular,163000,2
Residencial Baja Densidad,10000-20000,4,1945-1949,4,Regular,0,Regular,135000,2
Residencial Baja Densidad,10000-20000,7,1895-1899,3,Regular,0,Regular,106250,2
Residencial Baja Densidad,10000-20000,5,1985-1989,3,Regular,0,Regular,179000,3
Residencial Densidad Media,10000-20000,7,1880-1884,2,Regular,1,Regular,100000,1
Residencial Baja Densidad,10000-20000,6,1925-1929,4,Regular,1,Regular,64500,2
Residencial Baja Densidad,10000-20000,6,1915-1919,2,Regular,2,Regular,120000,1
Residencial Densidad Media,10000-20000,7,1910-1914,2,Regular,2,Regular,163000,2
Residencial Pueblo Flotante,10000-20000,5,2005-2009,3,Excelente,3,Excelente,339750,3
Residencial Densidad Media,10000-20000,6,1910-1914,4,Regular,1,Regular,139000,2
Residencial Densidad Media,10000-20000,8,1885-1889,3,Regular,2,Regular,159500,2
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,2,Bueno,194500,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Regular,2,Regular,181000,3
Residencial Baja Densidad,10000-20000,5,1990-1994,1,Bueno,2,Bueno,324000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Regular,2,Regular,173000,3
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Regular,2,Regular,145000,2
Residencial Baja Densidad,10000-20000,5,1945-1949,3,Regular,1,Regular,125000,1
Residencial Alta Densidad,10000-20000,7,1910-1914,8,Malo,0,Malo,200000,2
Residencial Baja Densidad,10000-20000,7,1975-1979,3,Regular,1,Regular,161750,2
Residencial Baja Densidad,10000-20000,9,1925-1929,3,Bueno,1,Bueno,234000,2
Residencial Baja Densidad,10000-20000,5,1955-1959,2,Regular,1,Regular,157000,2
Residencial Baja Densidad,10000-20000,5,1960-1964,3,Regular,1,Regular,94750,1
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Excelente,2,Excelente,275000,3
Residencial Baja Densidad,10000-20000,6,1940-1944,3,Regular,1,Regular,140000,2
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,2,Bueno,271000,3
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,2,Regular,147000,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,239000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,2,Bueno,2,Bueno,257000,2
Residencial Baja Densidad,10000-20000,5,1940-1944,3,Regular,2,Regular,117000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,4,Bueno,3,Bueno,248000,3
Residencial Baja Densidad,10000-20000,6,1965-1969,3,Regular,2,Regular,154000,2
Residencial Pueblo Flotante,10000-20000,5,2005-2009,3,Excelente,3,Excelente,310000,3
Residencial Baja Densidad,10000-20000,8,1955-1959,3,Regular,2,Regular,176500,1
Residencial Baja Densidad,10000-20000,7,1965-1969,4,Bueno,2,Bueno,250000,3
Residencial Baja Densidad,10000-20000,7,1970-1974,3,Bueno,2,Bueno,145000,2
Comercial,10000-20000,6,1915-1919,3,Regular,1,Regular,108000,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,2,Bueno,179900,2
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Excelente,3,Excelente,313000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,281000,3
Residencial Baja Densidad,10000-20000,5,1985-1989,5,Regular,3,Regular,171000,3
Residencial Baja Densidad,10000-20000,5,1965-1969,4,Regular,2,Regular,206900,3
Residencial Baja Densidad,10000-20000,4,1965-1969,4,Regular,2,Regular,172000,3
Residencial Pueblo Flotante,10000-20000,5,2005-2009,3,Bueno,3,Bueno,249700,2
Residencial Baja Densidad,10000-20000,7,1945-1949,2,Bueno,1,Bueno,84900,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,2,Bueno,155835,3
Residencial Baja Densidad,10000-20000,6,1980-1984,3,Regular,2,Regular,162500,2
Residencial Pueblo Flotante,10000-20000,5,2000-2004,4,Bueno,2,Bueno,340000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,255500,2
Residencial Baja Densidad,10000-20000,5,1965-1969,3,Excelente,2,Excelente,244000,3
Residencial Baja Densidad,10000-20000,5,1985-1989,4,Regular,2,Regular,250000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,2,Bueno,200141,2
Residencial Baja Densidad,10000-20000,5,1975-1979,3,Regular,2,Regular,172500,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,230500,3
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Excelente,3,Excelente,325000,3
Residencial Baja Densidad,10000-20000,5,1980-1984,3,Bueno,2,Bueno,180000,2
Residencial Baja Densidad,10000-20000,5,1960-1964,3,Regular,1,Regular,129500,1
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Regular,2,Regular,185000,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,221500,2
Residencial Baja Densidad,10000-20000,5,1995-1999,4,Bueno,2,Bueno,199900,3
Residencial Pueblo Flotante,10000-20000,5,2005-2009,3,Bueno,2,Bueno,232600,2
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,2,Bueno,189000,3
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,3,Bueno,228000,3
Residencial Baja Densidad,10000-20000,5,1960-1964,3,Regular,2,Regular,148000,2
Residencial Baja Densidad,10000-20000,7,1965-1969,2,Regular,2,Regular,149000,1
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,285000,2
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,2,Bueno,177500,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,223500,3
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,2,Regular,165000,2
Residencial Baja Densidad,10000-20000,5,1955-1959,5,Regular,1,Regular,161500,1
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Bueno,2,Bueno,255900,3
Residencial Baja Densidad,10000-20000,7,1930-1934,3,Regular,2,Regular,220000,2
Residencial Baja Densidad,10000-20000,7,1965-1969,5,Bueno,2,Bueno,242000,3
Residencial Baja Densidad,10000-20000,6,1985-1989,3,Bueno,2,Bueno,228500,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,319000,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,335000,3
Residencial Baja Densidad,10000-20000,5,1950-1954,2,Regular,2,Regular,140000,1
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Bueno,2,Bueno,214900,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,180000,3
Residencial Baja Densidad,10000-20000,5,1975-1979,3,Regular,2,Regular,146800,1
Residencial Densidad Media,10000-20000,6,1880-1884,4,Regular,2,Regular,122500,2
Residencial Densidad Media,10000-20000,5,1920-1924,4,Regular,1,Regular,125000,1
Residencial Baja Densidad,10000-20000,6,1955-1959,3,Regular,2,Regular,121500,2
Residencial Baja Densidad,10000-20000,5,1955-1959,3,Regular,1,Regular,144000,2
Residencial Baja Densidad,10000-20000,5,1945-1949,4,Regular,2,Regular,137000,2
Residencial Baja Densidad,10000-20000,5,1975-1979,3,Regular,2,Regular,180000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,280000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,255000,3
Residencial Baja Densidad,10000-20000,2,2005-2009,1,Excelente,3,Excelente,394432,2
Residencial Baja Densidad,10000-20000,5,2000-2004,2,Excelente,3,Excelente,466500,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,222500,3
Residencial Baja Densidad,10000-20000,4,1945-1949,3,Regular,1,Regular,131000,2
Residencial Baja Densidad,10000-20000,8,1905-1909,3,Bueno,2,Bueno,167500,1
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,272000,2
Residencial Baja Densidad,10000-20000,6,1950-1954,2,Regular,1,Regular,137000,1
Residencial Densidad Media,10000-20000,5,2000-2004,3,Bueno,2,Bueno,200000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,250000,2
Residencial Baja Densidad,10000-20000,7,1925-1929,3,Bueno,2,Bueno,230000,1
Residencial Baja Densidad,10000-20000,5,2000-2004,2,Bueno,3,Bueno,369900,2
Residencial Baja Densidad,10000-20000,5,1985-1989,3,Bueno,2,Bueno,175000,2
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Regular,2,Regular,179900,3
Residencial Baja Densidad,10000-20000,5,1955-1959,4,Regular,3,Regular,110000,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,306000,2
Residencial Baja Densidad,10000-20000,6,1975-1979,4,Regular,2,Regular,136905,2
Residencial Baja Densidad,10000-20000,7,1935-1939,3,Bueno,1,Bueno,250000,2
Residencial Baja Densidad,10000-20000,3,1955-1959,3,Regular,1,Regular,84000,1
Residencial Baja Densidad,10000-20000,7,1955-1959,2,Excelente,1,Excelente,177000,1
Residencial Baja Densidad,10000-20000,7,1920-1924,3,Regular,2,Regular,191000,2
Residencial Baja Densidad,10000-20000,5,1965-1969,3,Regular,1,Regular,158000,2
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,2,Regular,197000,3
Residencial Baja Densidad,10000-20000,5,1955-1959,3,Regular,1,Regular,145250,2
Residencial Baja Densidad,10000-20000,5,1920-1924,2,Malo,1,Malo,137500,1
Residencial Baja Densidad,10000-20000,5,1955-1959,5,Regular,2,Regular,154300,2
Residencial Baja Densidad,10000-20000,5,1965-1969,5,Malo,2,Malo,135000,3
Residencial Baja Densidad,10000-20000,5,1960-1964,3,Regular,1,Regular,139000,1
Residencial Baja Densidad,10000-20000,5,1975-1979,3,Regular,2,Regular,158900,3
Residencial Baja Densidad,10000-20000,4,1960-1964,3,Regular,2,Regular,131500,2
Residencial Pueblo Flotante,10000-20000,5,2005-2009,3,Bueno,2,Bueno,182000,2
Residencial Baja Densidad,10000-20000,5,1965-1969,6,Regular,4,Regular,200000,4
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,260000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,196500,3
Residencial Baja Densidad,10000-20000,5,1945-1949,2,Regular,1,Regular,119200,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,320000,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,314813,2
Residencial Baja Densidad,10000-20000,6,1965-1969,4,Regular,2,Regular,154000,2
Residencial Baja Densidad,10000-20000,6,1965-1969,3,Regular,2,Regular,175000,3
Residencial Baja Densidad,10000-20000,6,1965-1969,3,Regular,2,Regular,179900,3
Residencial Densidad Media,10000-20000,7,1875-1879,4,Bueno,4,Bueno,265979,2
Residencial Baja Densidad,10000-20000,6,1965-1969,2,Regular,2,Regular,185000,2
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,2,Regular,190000,2
Residencial Baja Densidad,10000-20000,7,1995-1999,4,Bueno,3,Bueno,290000,3
Residencial Baja Densidad,10000-20000,6,1945-1949,3,Regular,1,Regular,130500,1
Residencial Baja Densidad,10000-20000,7,1905-1909,2,Regular,1,Regular,112000,2
Residencial Baja Densidad,10000-20000,6,1965-1969,3,Regular,2,Regular,164500,1
Residencial Baja Densidad,10000-20000,7,1960-1964,3,Bueno,2,Bueno,148000,1
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,3,Bueno,315750,3
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Bueno,2,Bueno,215000,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Excelente,2,Excelente,236500,2
Residencial Baja Densidad,10000-20000,5,1985-1989,4,Bueno,2,Bueno,262280,3
Residencial Baja Densidad,10000-20000,5,1985-1989,3,Regular,0,Regular,118500,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,372500,3
Residencial Baja Densidad,10000-20000,5,2000-2004,2,Excelente,3,Excelente,374000,2
Residencial Baja Densidad,10000-20000,5,1985-1989,3,Regular,2,Regular,180500,2
Residencial Baja Densidad,10000-20000,5,1975-1979,3,Regular,2,Regular,157000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,203000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Excelente,2,Excelente,261500,3
Residencial Baja Densidad,10000-20000,6,1915-1919,5,Bueno,2,Bueno,214500,2
Residencial Baja Densidad,10000-20000,5,1975-1979,3,Regular,2,Regular,82500,2
Residencial Baja Densidad,10000-20000,5,1955-1959,3,Regular,2,Regular,166000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,174000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,2,Excelente,2,Excelente,239000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Excelente,3,Excelente,345000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,235128,2
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,2,Regular,190000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,232000,2
Residencial Baja Densidad,10000-20000,7,1930-1934,3,Regular,1,Regular,188700,2
Residencial Baja Densidad,10000-20000,6,1955-1959,3,Regular,1,Regular,150000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Excelente,3,Excelente,285000,3
Residencial Densidad Media,10000-20000,7,1945-1949,2,Bueno,2,Bueno,147000,1
Residencial Baja Densidad,10000-20000,7,1940-1944,3,Malo,1,Malo,174500,2
Residencial Baja Densidad,10000-20000,5,2005-2009,4,Excelente,3,Excelente,269500,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,280000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,318000,2
Residencial Baja Densidad,10000-20000,6,1975-1979,4,Bueno,2,Bueno,195000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,318000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,4,Bueno,2,Bueno,258000,3
Residencial Baja Densidad,10000-20000,7,1980-1984,3,Regular,2,Regular,178000,4
Residencial Baja Densidad,10000-20000,6,1980-1984,3,Bueno,2,Bueno,175500,2
Residencial Baja Densidad,10000-20000,6,1960-1964,3,Regular,2,Regular,158000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Bueno,3,Bueno,354000,3
Residencial Baja Densidad,10000-20000,4,1950-1954,4,Malo,0,Malo,118000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,240000,2
Residencial Baja Densidad,10000-20000,9,1960-1964,3,Excelente,2,Excelente,178400,1
Residencial Baja Densidad,10000-20000,7,1985-1989,4,Regular,2,Regular,164000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,224900,2
Residencial Baja Densidad,10000-20000,7,1945-1949,3,Regular,1,Regular,133000,1
Residencial Densidad Media,10000-20000,5,1950-1954,4,Regular,1,Regular,131500,2
Residencial Alta Densidad,10000-20000,8,1920-1924,4,Malo,1,Malo,140000,2
Residencial Baja Densidad,10000-20000,3,1965-1969,3,Regular,2,Regular,163500,2
Residencial Baja Densidad,10000-20000,4,1950-1954,2,Regular,2,Regular,149500,1
Residencial Baja Densidad,10000-20000,5,1955-1959,3,Regular,2,Regular,142000,1
Residencial Baja Densidad,10000-20000,6,1930-1934,4,Regular,2,Regular,359100,3
Residencial Baja Densidad,10000-20000,4,1940-1944,2,Malo,1,Malo,80000,1
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,220000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,4,Bueno,3,Bueno,336000,3
Residencial Baja Densidad,10000-20000,8,1965-1969,5,Bueno,2,Bueno,187500,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,215000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,402861,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,244000,3
Residencial Baja Densidad,10000-20000,7,1975-1979,4,Regular,2,Regular,272000,3
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Regular,2,Regular,175000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Bueno,3,Bueno,305000,3
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Bueno,2,Bueno,325000,3
Residencial Baja Densidad,10000-20000,5,1990-1994,4,Bueno,3,Bueno,290000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,2,Excelente,227680,2
Residencial Baja Densidad,10000-20000,8,1980-1984,1,Bueno,2,Bueno,316600,2
Residencial Baja Densidad,10000-20000,5,1975-1979,3,Regular,3,Regular,169900,1
Residencial Baja Densidad,10000-20000,5,1955-1959,3,Regular,1,Regular,139900,1
Residencial Baja Densidad,10000-20000,5,1935-1939,1,Regular,2,Regular,82500,1
Residencial Baja Densidad,10000-20000,8,1915-1919,3,Bueno,2,Bueno,110000,1
Residencial Densidad Media,10000-20000,6,1940-1944,2,Regular,2,Regular,128500,2
Residencial Baja Densidad,10000-20000,5,1985-1989,5,Bueno,3,Bueno,320000,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Excelente,3,Excelente,360000,2
Residencial Baja Densidad,10000-20000,7,1975-1979,3,Regular,2,Regular,197900,3
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Bueno,2,Bueno,195000,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,225000,3
Residencial Baja Densidad,10000-20000,7,1955-1959,3,Regular,1,Regular,155000,1
Residencial Baja Densidad,10000-20000,5,1985-1989,3,Regular,2,Regular,184000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,230000,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,231500,3
Residencial Baja Densidad,10000-20000,5,2005-2009,4,Excelente,3,Excelente,361919,3
Residencial Baja Densidad,10000-20000,5,2005-2009,2,Excelente,3,Excelente,394617,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,337500,2
Residencial Baja Densidad,10000-20000,5,1990-1994,2,Bueno,3,Bueno,262000,2
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,152000,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,426000,3
Residencial Baja Densidad,10000-20000,5,1955-1959,3,Regular,1,Regular,141000,1
Residencial Baja Densidad,10000-20000,7,1935-1939,4,Regular,1,Regular,160000,2
Residencial Baja Densidad,10000-20000,4,1915-1919,4,Regular,1,Regular,104900,2
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Regular,2,Regular,149900,2
Residencial Baja Densidad,10000-20000,7,1980-1984,3,Bueno,2,Bueno,182900,2
Residencial Pueblo Flotante,10000-20000,5,2000-2004,3,Bueno,2,Bueno,254900,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,174000,3
Residencial Baja Densidad,10000-20000,7,1945-1949,4,Bueno,2,Bueno,243000,2
Residencial Baja Densidad,10000-20000,5,1975-1979,4,Regular,2,Regular,150900,2
Residencial Densidad Media,10000-20000,8,1910-1914,4,Regular,3,Regular,153900,2
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Bueno,3,Bueno,281213,3
Residencial Baja Densidad,10000-20000,5,2000-2004,1,Excelente,2,Excelente,274000,2
Residencial Baja Densidad,10000-20000,5,1990-1994,4,Bueno,2,Bueno,430000,3
Residencial Densidad Media,10000-20000,5,1955-1959,2,Regular,1,Regular,97000,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,253293,3
Residencial Baja Densidad,10000-20000,5,1970-1974,3,Regular,2,Regular,111250,1
Residencial Baja Densidad,10000-20000,8,1955-1959,2,Regular,1,Regular,151500,1
Residencial Baja Densidad,10000-20000,5,1995-1999,4,Bueno,2,Bueno,200000,3
Residencial Baja Densidad,10000-20000,5,1985-1989,2,Bueno,2,Bueno,275000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,221000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,1,Bueno,2,Bueno,239686,2
Residencial Baja Densidad,10000-20000,6,1960-1964,3,Regular,2,Regular,175000,2
Residencial Baja Densidad,10000-20000,5,2005-2009,2,Excelente,3,Excelente,315500,2
Residencial Baja Densidad,10000-20000,4,1965-1969,0,Regular,2,Regular,108959,2
Residencial Baja Densidad,10000-20000,5,2005-2009,2,Excelente,3,Excelente,611657,3
Residencial Baja Densidad,10000-20000,7,1965-1969,4,Regular,2,Regular,237500,3
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Regular,2,Regular,162000,2
Residencial Baja Densidad,10000-20000,6,1960-1964,2,Regular,1,Regular,144000,1
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Bueno,2,Bueno,217500,2
Residencial Baja Densidad,10000-20000,6,1965-1969,4,Bueno,1,Bueno,193500,3
Residencial Baja Densidad,10000-20000,7,1975-1979,4,Excelente,2,Excelente,260000,3
Residencial Baja Densidad,10000-20000,5,1995-1999,4,Bueno,2,Bueno,222000,3
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Regular,2,Regular,187500,3
Residencial Baja Densidad,10000-20000,7,1920-1924,4,Bueno,2,Bueno,207000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,158000,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Regular,2,Regular,142500,2
Residencial Baja Densidad,10000-20000,5,1960-1964,6,Regular,2,Regular,142600,2
Residencial Baja Densidad,10000-20000,5,1990-1994,4,Bueno,3,Bueno,238000,3
Residencial Baja Densidad,10000-20000,5,1995-1999,3,Bueno,2,Bueno,208900,2
Residencial Baja Densidad,10000-20000,6,1935-1939,3,Regular,1,Regular,219500,2
Residencial Baja Densidad,10000-20000,4,1955-1959,3,Regular,2,Regular,155000,2
Residencial Baja Densidad,10000-20000,5,1910-1914,4,Regular,1,Regular,138887,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,2,Bueno,224500,3
Residencial Baja Densidad,10000-20000,5,2005-2009,2,Excelente,2,Excelente,325000,2
Residencial Baja Densidad,10000-20000,6,1975-1979,3,Regular,2,Regular,210000,2
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,378500,2
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,3,Bueno,271000,2
Residencial Baja Densidad,10000-20000,5,1950-1954,3,Regular,1,Regular,165000,1
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,320000,2
Residencial Baja Densidad,10000-20000,7,1955-1959,2,Regular,1,Regular,132000,1
Residencial Baja Densidad,10000-20000,5,1990-1994,4,Bueno,2,Bueno,268000,3
Residencial Baja Densidad,10000-20000,5,1970-1974,3,Regular,2,Regular,142500,1
Residencial Baja Densidad,10000-20000,7,1920-1924,2,Regular,2,Regular,163500,1
Residencial Baja Densidad,10000-20000,5,1965-1969,3,Regular,2,Regular,159950,1
Residencial Baja Densidad,10000-20000,5,2000-2004,4,Bueno,3,Bueno,309000,4
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Bueno,2,Bueno,200000,3
Residencial Baja Densidad,10000-20000,5,2000-2004,3,Excelente,3,Excelente,386250,2
Residencial Baja Densidad,10000-20000,5,1985-1989,4,Bueno,3,Bueno,225000,3
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Excelente,3,Excelente,451950,3
Residencial Baja Densidad,10000-20000,7,1955-1959,1,Regular,2,Regular,235000,1
Residencial Densidad Media,10000-20000,9,1890-1894,3,Bueno,2,Bueno,325000,4
Residencial Baja Densidad,10000-20000,5,2005-2009,3,Bueno,3,Bueno,255000,2
Residencial Baja Densidad,10000-20000,6,1915-1919,3,Regular,2,Regular,180500,1
Residencial Baja Densidad,10000-20000,8,1975-1979,3,Bueno,2,Bueno,130500,3
Residencial Baja Densidad,10000-20000,5,2005-2009,4,Excelente,3,Excelente,485000,4
Residencial Baja Densidad,10000-20000,6,1960-1964,3,Regular,1,Regular,137000,1
Residencial Baja Densidad,10000-20000,3,1965-1969,2,Regular,2,Regular,110000,1
Residencial Baja Densidad,10000-20000,5,1990-1994,3,Regular,2,Regular,156000,1
Residencial Baja Densidad,10000-20000,6,1960-1964,3,Regular,2,Regular,205000,3
Residencial Densidad Media,10000-20000,5,1895-1899,5,Regular,2,Regular,90000,2
Residencial Baja Densidad,10000-20000,5,1955-1959,4,Bueno,2,Bueno,172500,2
Residencial Baja Densidad,10000-20000,6,1970-1974,3,Regular,2,Regular,244000,2
